Unnamed: 0,id,foodname,foodtype,recommend,imgurl,price
72,73,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E6%A4%B0%E6%B1%81%E7%82%96%E6%8E%92%E9%AA%A8 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))",Cantonese cuisine,"In summer, you want light and nutritious pork ribs stewed with coconut milk is the first choice",http://img.xiaochushuo.com/web/262990396.jpg!s4,115.54
73,74,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E7%BF%A1%E7%BF%A0%E7%99%BD%E7%8E%89%E9%B8%AD (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))",Cantonese cuisine,"White jade mushrooms are more excellent in taste. The mushrooms are crispy, tender, smooth, sweet and delicious, and are a delicious delicacy!",http://img.xiaochushuo.com/web/262598910.jpg!s4,100.48
74,75,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E7%8C%AA%E8%84%9A%E5%A7%9C%E9%86%8B (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))",Cantonese cuisine,"In Guangdong, feet are the longest and most practical supplements during confinement. Generally, women eat them more tonic, sweet and sour, delicious and appetizing. Now, there is a bowl of 250 yuan outside, which is quite expensive. It is better to make it at home. One bowl is better. How affordable is it to make a pot at the price",http://img.xiaochushuo.com/web/262948603.jpg!s4,102.04
75,76,Fried dried flounder and sweet beans,Cantonese cuisine,"The taste of the flounder is really great. The flounder in the refrigerator has been kept for too long and you have to eat it quickly. The saltiness of the flounder meets the fresh sweetness of the sweet beans, a home-cooked dish that you must not miss.",http://img.xiaochushuo.com/web/262375753.jpg!s4,89.62
76,77,Stir-fried winter melon slices,Cantonese cuisine,"In summer, winter melon can be called a dish to relieve heat. Stir-fried winter melon slices are simple and easy to make, and can also save your appetite and increase your appetite.",http://img.xiaochushuo.com/web/264665038.jpg!s4,78.0
77,78,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E4%BA%94%E6%8C%87%E6%AF%9B%E6%A1%83%E8%80%81%E9%B8%A1%E6%B1%A4%EF%BD%9E%E5%B9%BF%E5%BC%8F%E8%80%81%E7%81%AB%E9%9D%93%E6%B1%A4 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))",Cantonese cuisine,"Wuzhimaotao Chicken Soup is one of the traditional classic Cantonese soups with color, fragrance and taste. Wufinger peach is the most commonly used soup ingredient in Guangdong. It has a fragrant smell and has the effect of promoting qi and removing dampness, relaxing muscles and activates the meridians, and improving immunity. It is equipped with chicken that nourishes the lungs and clears the heart, Ophiopogon japonicus, nourishes the middle. The qi-invigorating Codonopsis pilosula and others are put into the soup, which has a faint aroma and a clear and sweet taste that makes people unconsciously drink a few more bowls!",http://img.xiaochushuo.com/web/257092123.jpg!s4,102.9
78,79,Scrambled eggs with enoki mushrooms,Cantonese cuisine,"?A home-cooked dish of scrambled eggs, eggs and enoki mushrooms, with extremely umami shrimp roe added, which suddenly became unusual!
Shrimp roe, also known as shrimp eggs, is processed by shrimp eggs. Shrimp roe are divided into sea shrimp roe and river shrimp roe. Shrimp roe can be processed in any area where shrimp is produced. The shrimp roe processing period is the summer and autumn each year. Shrimp roe and its products can be used as condiments and tastes delicious.",http://img.xiaochushuo.com/web/264898045.jpg!s4,67.03
79,80,Oyster squid porridge,Cantonese cuisine,"It has the effects of strengthening liver and detoxifying, purifying blood stasis, nourishing and nourishing the skin. Moreover, the rich beef acid in oysters has obvious liver protection and gallbladder effects. It is a good medicine to prevent and treat intrahepatic bile stasis during pregnancy. It is rich in phosphorus, and is due to calcium. When absorbed in the body, it requires the help of phosphorus, which is conducive to the absorption of calcium.",http://img.xiaochushuo.com/web/262932062.jpg!s4,63.26
80,81,White-scalding shrimp,Cantonese cuisine,The easiest way to eat it can maintain the original taste of the food and is also the most suitable method for children to eat.,http://img.xiaochushuo.com/web/264265737.jpg!s4,45.12
81,82,Fried heart,Cantonese cuisine,"No matter how you cook the cabbage, it tastes delicious, and no matter how you eat it, you will never get tired of it. The most popular one is Ningxia cabbage, which is crispy and sweet. Eating more green vegetables will have many benefits for the body.",http://img.xiaochushuo.com/web/265195867.jpg!s4,89.79
82,83,Beef stewed taro,Cantonese cuisine,"Taro, as a food with a lot of nutrients, has become a food that everyone often eats. Taro has a rich nutritional element and can be taken as a food or used as a staple food for medicinal food.",http://img.xiaochushuo.com/web/ed31ff2655c50be9017f0bbf86f23d3c.jpg!s4,115.07
83,84,Snowflakes and fat cow,Cantonese cuisine,"Suddenly I wanted to eat a dish with more meat, so I wanted to make it",http://img.xiaochushuo.com/web/262351025.jpg!s4,76.84
84,85,Stir-fried broccoli with yellow pepper,Cantonese cuisine,"Broccoli contains dithiophene thioone, which can inhibit the formation of melanin in the body and reduce melanin, thus having the effect of whitening the skin. Female friends who love beauty may wish to eat broccoli regularly.",http://img.xiaochushuo.com/web/263053940.jpg!s4,45.48
85,86,Shrimp fish balls tofu vermicelli,Cantonese cuisine,Nutritional vermicelli that the elderly and children love to eat,http://img.xiaochushuo.com/web/264428344.jpg!s4,98.13
86,87,Raw platter,Cantonese cuisine,"All year round, braised food plays a very important role in our lives. Many people like to use braised food to drink, and many people like to use braised rice; they eat some braised food at home to pass the time, and when guests come to their homes, they come to entertain guests. Braised dishes are always so popular, and there are many people who like to eat braised dishes. So how do you make the braised food delicious? Is there a variety of braised dishes that can be eaten in one dish? The answer is yes. Today, Sister Nan will share with you a [Price-Brazing Platter], which will cure all kinds of delicious and nutritious foods together and then spell them out. Not only is the food very rich, but it is also more nutritious. Although it is vegetarian, the taste is amazing!",http://img.xiaochushuo.com/web/263023576.jpg!s4,49.68
87,88,Stir-fried bean curd with green pepper,Cantonese cuisine,This is the most ideal quick-shou dish in summer. It is not only nutritious but also delicious.,http://img.xiaochushuo.com/web/264596808.jpg!s4,79.17
88,89,Steamed morels tofu,Cantonese cuisine,"Morels are the freshest in spring. The dishes made with it are extremely delicious, the meat is crispy and tender, and sweet and delicious.

Morels are famous wild edible fungi. When this fungus comes out, it is the warm and cold weather, and sometimes it is hot and sometimes it is hot and sometimes it is hot and there are frequent flu and smog. Once the spleen and stomach are weak, it is easy to get sick.

Nature is so magical.
Whatever the body needs will grow.
Morels are the bacteria that protects health and health at this time.

Morels have sweet taste and mild nature.
Used for diet therapy: It has the effects of benefiting the stomach and intestines, aiding digestion, resolving phlegm and regulating qi.
During the special period of the fight against the epidemic, eat some morels to enhance your immunity so that the virus can stay away from us.",http://img.xiaochushuo.com/web/264182941.jpg!s4,50.11
89,90,Homemade sausage powder,Cantonese cuisine,I miss the taste of rice noodles in my hometown in a foreign land. So learn it yourself and you can eat it if you want.,http://img.xiaochushuo.com/web/262910682.jpg!s4,119.41
90,91,Fried dishes,Cantonese cuisine,"This season, it's best to eat it. Make a fried ""hea"" with rich ingredients for lunch, and it is paired with large handmade steamed buns bought by the farmhouse to moisten",http://img.xiaochushuo.com/web/265217855.jpg!s4,88.19
91,92,Spring bamboo shoots and ribs soup,Cantonese cuisine,"Spring bamboo shoots are rich in dietary fiber. Add pork ribs to make soup to absorb the oil of pork ribs. The soup is fragrant and not greasy, which can slim down and reduce fat, and it is nutritious and delicious!",http://img.xiaochushuo.com/web/264325358.jpg!s4,101.35
92,93,Hakka stuffed tofu,Cantonese cuisine,"Hakka stuffed tofu, a classic Hakka dish that often appears on the Hakka banquet table. ""生"" is a Hakka verb, which means ""implanted stuffing"", and ""生 tofu"" means ""tofu with meat filling"". The stuffed tofu is fresh, tender, smooth and nutritious, and is a reserved dish for Hakka people during the New Year. Dig a small hole in the middle of the matchbox-sized tofu, ""spread"" the filling made of pork and fish into it, then fry them golden brown, add the stock to simmer, add chopped green onion and sesame oil before leaving the pot, and the aroma is immediately 4. Overflowing, extremely tender.",http://img.xiaochushuo.com/web/248105973.jpg!s4,92.24
93,94,Chicken rice with water chestnuts,Cantonese cuisine,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E6%97%B6%E4%BB%A4%E9%B2%9C%E5%93%81%E5%9C%A8%E8%8B%8F%E5%B7%9E%E9%BB%8E%E9%87%8C%E5%8F%A4%E9%95%87%E5%90%83%E8%BF%87%E4%B8%80%E6%AC%A1%E5%96%9C%E6%AC%A2%E4%B8%8A%E4%BA%86%EF%BC%8C%E8%BF%99%E6%97%B6%E8%8A%82%E7%9B%9B%E4%BA%A7%E5%9B%A4%E4%BA%86%E8%AE%B8%E5%A4%9A%E6%94%BE%E5%86%B0%E7%AE%B1%EF%BC%8C%E4%B8%8B%E5%B8%82%E4%B9%9F%E8%83%BD%E5%90%83%E5%88%B0%E3%80%82%E4%B8%A4%E7%89%A9%E8%90%A5%E5%85%BB%E4%BB%B7%E5%80%BC%E9%AB%98%EF%BC%8C%E5%8F%AF%E4%B8%8A%E5%BA%A6%E5%A8%98%E4%BA%86%E8%A7%A3%E3%80%82%0D%0A%E9%B2%9C%E5%AB%A9%E8%8F%B1%E8%A7%92%E8%82%89%E8%B4%A8%E8%84%86%E5%AB%A9%EF%BC%8C%E7%94%9F%E9%A3%9F%E6%B8%85%E7%94%9C%E8%BF%98%E5%8F%AF%E7%82%92%E3%80%81%E7%BA%A2%E7%83%A7%E8%82%89%E3%80%81%E7%86%AC%E7%B2%A5%E7%AD%89%E5%A4%9A%E7%A7%8D%E5%81%9A%E6%B3%95%E3%80%82%0D%0A%E9%B8%A1%E5%A4%B4%E7%B1%B3%E8%8B%8F%E5%B7%9E%E7%89%B9%E8%89%B2%EF%BC%8C%E5%9B%A0%E5%8F%A3%E6%84%9F%E8%BD%AF%E7%B3%AF%E9%A6%99%E5%AB%A9%EF%BC%8C%E5%8F%AF%E7%82%92%EF%BC%8C%E7%94%9C%E5%93%81%E5%A4%9A%E7%A7%8D%E5%81%9A%E6%B3%95%E3%80%82%E8%90%A5%E5%85%BB%E4%BB%B7%E5%80%BC%E9%AB%98%E8%80%8C%E9%97%BB%E5%90%8D%EF%BC%8C%E4%B8%BA%E6%B0%B4%E4%B8%AD%E5%85%AB%E4%BB%99%E4%B9%8B%E4%B8%80 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))",http://img.xiaochushuo.com/web/265064676.jpg!s4,72.81
94,95,Steamed Yangcheng Lake Large Gate Crabs,Cantonese cuisine,"Yangcheng Lake hairy crabs are the season for consumption. The female crabs in September and male crabs in October have the best gonad development. Steamed hairy crabs are the most delicious. Steamed hairy crabs are a traditional local dish in the Jiangnan region. The original shape of the crab is orange-yellow, the crab meat is delicious and cooked and condensed, the female crab egg is golden, and the male crab ointment is white jade-like, the taste is delicious, the taste is mellow and nutritious. It is simple to make and must be found by foodies.",http://img.xiaochushuo.com/web/262307966.jpg!s4,107.99
95,96,Stir-fried cucumber meat slices,Cantonese cuisine,"The method of stir-fried cucumber meat slices is simple, nutritious and very delicious??",http://img.xiaochushuo.com/web/00ca2f6a75cd0d82d4e25f8cfbe4490d.jpg!s4,69.65
96,97,Steamed Pumpkin Ribs with Soy Sauce,Cantonese cuisine,"Steamed pork ribs in fermented sauce are a classic dish in Cantonese cuisine. With a small pumpkin on the bottom, the flavor of the pork ribs in the steaming and cooking process is penetrated into the powdered and glutinous pumpkin, and the effect is even more amazing. Let’s try it. !",http://img.xiaochushuo.com/web/aeb22a0a38cb830d0965b0ec61242789.jpg!s4,42.17
97,98,Chicken Stewed with Coconut,Cantonese cuisine,Should you drink coconut water in summer? Coconut chicken stew is really appetizing~,http://img.xiaochushuo.com/web/264715290.jpg!s4,60.05
98,99,Steamed chicken with mushrooms,Cantonese cuisine,"I still remember the first time I ate this dish was when I was in high school. One day my mother suddenly made this dish. I still remember it freshly when I was still in my memory. It is very fresh and has a good taste. The chicken is tender and smooth. The mushrooms are fresh and sweet, and the bibimbap soup is delicious",http://img.xiaochushuo.com/web/264995259.jpg!s4,115.19
99,100,Sweet and sour meat,Cantonese cuisine,"The sour and sweet gourd meat is a dish that both adults and children like! It is a cuisine originated from Guangdong. The traditional method requires making ""sour fruits"" first, but it saves time when making requests at home. Just combine tomato sauce with sweet and sour water. The secret to soft and tender pork is to fry it twice, fry the crust and then stir-fry with the sauce. Taking advantage of the cheapness of pineapples, the dishes are delicious and healthy!",http://img.xiaochushuo.com/web/262765950.jpg!s4,51.18
100,101,Spicy fried chicken gizzard,Cantonese cuisine,"Spicy fried chicken gizzard, a simple home-cooked dish that takes only a few minutes to serve?",http://img.xiaochushuo.com/web/264580596.jpg!s4,54.32
101,102,Fried oyster baking,Cantonese cuisine,"Like to eat big oysters, fried oysters with crispy fried oysters, fried oysters with ginger and scallion, baked oysters with claypot oil, and oysters with side stove (hot pot), and the fried oysters that you want to make now, and crispy rice. This is my favorite small oysters to eat. What to do",http://img.xiaochushuo.com/web/257227616.jpg!s4,74.44
102,103,Honey sauce char siu meat,Cantonese cuisine,"Barbecue pork is a Cantonese cuisine, and its main ingredients are pork barbecued. The finished product has a bright red color and the meat is tender and fragrant. Choose pork as a tenderloin, but I like to use the plum meat. The meat in this part is mainly lean meat, with a slightly fat layer of fat in the middle. The meat is particularly good (but if there are hard tendons, you should remove it). Moreover, the fat layer melts during the burning process, making the char saut slightly oily and tastes more fragrant.",http://img.xiaochushuo.com/web/255240224.jpg!s4,35.63
103,104,"Stewed with mushrooms and abalone ginseng [replenishing qi and blood, moistening the lungs and nourishing the skin]",Cantonese cuisine,"Among mushroom foods, mushrooms are typical representatives. Many people like to eat mushrooms. Stewing mushroom soup has become a way for people to maintain health. It can improve immunity, delay aging, prevent cancer and fight cancer. It can lower blood pressure, cholesterol, and blood lipids, and can also prevent diseases such as arteriosclerosis and cirrhosis.",http://img.xiaochushuo.com/web/264591190.jpg!s4,59.9
104,105,Coke chicken legs,Cantonese cuisine,"Coke chicken legs, if you have children at home, you can learn to make them",http://img.xiaochushuo.com/web/263410749.jpg!s4,62.02
105,106,Dried onion and fermented chicken,Cantonese cuisine,"Salty and delicious, very delicious!",http://img.xiaochushuo.com/web/263386458.jpg!s4,66.97
106,107,Steamed pork with eggs,Cantonese cuisine,"Cantonese cuisine, relatively light, a dish that both adults and children like",http://img.xiaochushuo.com/web/226003422.jpg!s4,46.29
107,108,Cantonese steamed yellow croaker,Cantonese cuisine,"Yellow croaker is rich in protein, minerals and vitamins, which has a good tonic effect on the human body. For weak constitution and middle-aged and elderly people, eating yellow croaker will have a good dietary effect.",http://img.xiaochushuo.com/web/263521768.jpg!s4,90.71
108,109,Sweet and sour? Ribs,Cantonese cuisine,"My favorite dish when I was a child, how many bowls of rice can I eat with a plate of ribs! Every time I eat, I miss the little things I did when I was a child.",http://img.xiaochushuo.com/web/262439980.jpg!s4,120.0
109,110,Carrot Bones Soup,Cantonese cuisine,"It’s hot in summer and sweat a lot, so drink more soup to replenish your moisture. It has been raining intermittently in Guangdong recently, and the weather is stuffy and humid. Coix seed has the effect of removing dampness, which is very suitable for drinking in this weather.",http://img.xiaochushuo.com/web/265597748.jpg!s4,72.31
110,111,Steamed fish,Cantonese cuisine,A common practice in life,http://img.xiaochushuo.com/web/264520709.jpg!s4,42.31
111,112,Tomato tenderloin,Cantonese cuisine,"The tomato tenderloin tastes sweet and sour, crispy on the outside and tender on the inside, and is appetizing and digestive. It is a delicacy that girls like. Today I will make a plate for girls to eat!",http://img.xiaochushuo.com/web/f56fdd0fa12cb21a3d0edbdef3e3f8b9.jpg!s4,60.35
112,113,Dried beef river,Cantonese cuisine,"Dried Niuhe is one of the characteristic traditional small stir-fry in Guangdong. Whether you go to teahouses, restaurants, or even overseas Chinatowns, people in Guangdong and Hong Kong will always look for its traces.
Pho is from Shahe Town, so it is also called Shahe Noodle. It is divided into wet frying with added sausage and dry frying without adding sausage. Dried fried is more fragrant and scented. For the sake of the baby who is obsessed with pho noodles at home, it becomes a must to learn how to stir-fry the beef river.
The dried fried beef river is usually paired with bean sprouts. I don’t like bean sprouts, so I only added leeks.",http://img.xiaochushuo.com/web/259071115.jpg!s4,105.67
113,114,Scrambled eggs with pumpkin,Cantonese cuisine,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E5%8D%97%E7%93%9C%E4%B8%8D%E4%BD%86%E5%8F%AF%E4%BB%A5%E5%85%85%E9%A5%A5%EF%BC%8C%E8%80%8C%E4%B8%94%E8%BF%98%E6%9C%89%E4%B8%80%E5%AE%9A%E7%9A%84%E5%BA%94%E7%94%A8%E4%BB%B7%E5%80%BC%EF%BC%8C%E5%85%B7%E6%9C%89%E4%BF%83%E8%BF%9B%E7%94%9F%E9%95%BF%E5%8F%91%E8%82%B2%E3%80%81%E5%88%A9%E5%B0%BF%E9%80%9A%E4%BE%BF%E3%80%81%E4%BF%9D%E6%8A%A4%E8%83%83%E9%BB%8F%E8%86%9C%E7%AD%89%E5%8A%9F%E6%95%88%E3%80%82 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))",http://img.xiaochushuo.com/web/35e07e2c80f8bde210aed694bbea4f93.jpg!s4,61.38
114,115,Steamed bass,Cantonese cuisine,"After staying in Guangdong for a long time, I like Cantonese cuisine more and more and more, and I also like to study Cantonese cuisine. Sauce-sauce ribs, steamed fish, and white-cut chicken are all classic Cantonese dishes, which are delicious and delicious. They not only retain the original flavor of the ingredients, but also do not cause heat, and are beneficial to health. Today I will share with you the cooking of steamed fish, I hope you like it!",http://img.xiaochushuo.com/web/233637442.jpg!s4,93.49
115,116,Sweet and Sour Pineapple Ribs,Cantonese cuisine,"Sour, sweet, and strong pineapple? It has a fragrance, full of color, fragrance and flavor!",http://img.xiaochushuo.com/web/264379593.jpg!s4,103.53
116,117,Duck stewed with carrots,Cantonese cuisine,"I still remember when my mother first cooked this dish, she swept it all in just a few times and stewed it with mushrooms and fungus. It was so delicious. You can try it too.",http://img.xiaochushuo.com/web/265267153.jpg!s4,48.07
117,118,Braised winter bamboo shoot chicken,Cantonese cuisine,"The rich sauce connects the bridge between chicken and winter bamboo shoots, delicious and delicious",http://img.xiaochushuo.com/web/265188638.jpg!s4,37.88
118,119,Fried bacon with bitter melon,Cantonese cuisine,"Bitter melon with bacon
Fermented black beans with garlic
All are perfect matches",http://img.xiaochushuo.com/web/264878482.jpg!s4,67.31
119,120,#Fish every year#Braised red spots,Cantonese cuisine,"""Xiao Xiao"" wishes you a good year and sends you my wishes to you. Be safe and reunited year by year. Everything goes well again. Hang red auspiciousness, make happiness into a New Year's Eve dinner, and taste dumplings Happy and happy, send a blessing to you on a bright and beautiful day. ? ? ? ? ? ? ? ?
During the Chinese New Year, there is a symbol of fish surplus every year, so people deliberately do not eat the fish, and leave it until the next day, the New Year, and there is surplus every year. Last year, I had a lot of harvest and couldn't finish it. I still have the rest until this year, and I am in poor material resources. In ancient times, this was people's desire and yearning for material things. It has become a custom now. Today, the fish in Xiaoxiao's New Year's Eve dinner are New Zealand red grouper.",http://img.xiaochushuo.com/web/262808730.jpg!s4,30.64
120,121,Almond Tremella Pear Soup,Cantonese cuisine,"Sweet sugar water, relieves cough and moistens the lungs, and the taste of almonds and tremella pear soup.",http://img.xiaochushuo.com/web/265174858.jpg!s4,105.02
121,122,Rice beans roasted pork ribs,Cantonese cuisine,"Green beans are one of the most common vegetables and have very high nutritional value. It is rich in protein and a variety of amino acids. It is very suitable for eating some green beans in spring and summer, which can relieve heat, clear the mouth, strengthen the spleen and stomach, and enhance appetite.
The home-cooked rice beans and pork ribs are vegetarian and meaty, and the taste is not greasy, suitable for both young and old.",http://img.xiaochushuo.com/web/264486912.jpg!s4,116.09
122,123,Enoki mushroom roll,Cantonese cuisine,"How to eat vegetables to make the feeling of meat? Then try it is the bean curd enoki mushroom. Enoki mushrooms are an ingredient with extremely low fat content, so they are very suitable for the little fairy who loses weight.",http://img.xiaochushuo.com/web/264907418.jpg!s4,47.05
123,124,Mushroom slices,Cantonese cuisine,Home-cooked dishes for meals,http://img.xiaochushuo.com/web/265034877.jpg!s4,83.28
124,125,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E5%9F%B9%E6%A0%B9%E8%8A%A6%E7%AC%8B%E5%8D%B7 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))",Cantonese cuisine,Spring is bright and asparagus is fragrant.,http://img.xiaochushuo.com/web/265442765.jpg!s4,100.56
125,126,Pineapple Guru,Cantonese cuisine,"Guru Po, originally named ancient meat, is a special dish from Guangdong. This dish is made of sweet and sour pork ribs, which is very popular among Chinese and foreign guests. The sweet and sour pork ribs have a relatively old history. After the transformation, it is renamed ancient meat. Because foreigners do not pronounce accurately, ancient meat is often called Guru. Meat! Over time, everyone has become accustomed to calling it Guluo!",http://img.xiaochushuo.com/web/260548562.jpg!s4,59.52
126,127,"Fried sweet and sour version of peacock and open-screen fish-New Year's Eve dinner, banquet dishes",Cantonese cuisine,"I originally wanted to make Dragon Teng Fish Leap, but I still haven't figured out some details, so I wanted to make Peacock Open-Screen Fish. The recipe before was made in a steamer and was also a common method. The fried sweet and vinegar dish I made today The version is delicious and has a unique flavor.",http://img.xiaochushuo.com/web/262479378.jpg!s4,99.27
127,128,Pumpkin Ingot Stewed Buns,Cantonese cuisine,"The New Year is coming soon! Today I will teach you how to make ingot steamed buns. Not only does it have a good meaning, but it also has a simple and easy to learn how to go home and show off your skills. Haha~",http://img.xiaochushuo.com/web/bed12d24052d95104b5d89d9b6a4f54f.jpg!s4,35.61
128,129,Steamed crabs,Cantonese cuisine,The steamed crabs in combination with Taidiao wine and butter are very special,http://img.xiaochushuo.com/web/265068405.jpg!s4,71.37
129,130,Stir-fried cabbage slices,Cantonese cuisine,"Chinese cabbage is a common dish on our dining table. It is rich in cellulose, which can effectively moisturize the intestines and promote detoxification, and at the same time, the moisture content of cabbage is particularly high, which can achieve the effects of nourishing yin and dryness, protecting the skin and nourishing the skin.
When making this dish, I like to add some vinegar and sugar, which is so sour and sweet, and it is very appetizing.",http://img.xiaochushuo.com/web/265097233.jpg!s4,39.83
130,131,Fresh shrimp cucumber strips,Cantonese cuisine,"Fresh shrimps are rich in potassium, iodine, vitamin A, aminophylline and other ingredients, and are rich in protein.",http://img.xiaochushuo.com/web/263282122.jpg!s4,39.88
131,132,Garlic water spinach,Cantonese cuisine,"Whenever the water spinach season is in season, I always buy water spinach to eat. Water spinach is so delicious? This garlic water spinach is simple and delicious! ! !",http://img.xiaochushuo.com/web/264630654.jpg!s4,108.15
132,133,Braised pork ribs in cold melon (classic and amazing taste),Cantonese cuisine,Braised pork ribs in cold melon are a very classic home-cooked dish. They are usually cooked with garlic and fermented black beans. This one tastes better with Zhuhou sauce. You might as well give it a try!,http://img.xiaochushuo.com/web/265537356.jpg!s4,113.1
133,134,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E7%BA%A2%E7%83%A7%E8%8D%89%E9%B1%BC (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))",Cantonese cuisine,"The nutritional value of fish is very high. In addition to steaming, braised braised is also really good.",http://img.xiaochushuo.com/web/264690547.jpg!s4,89.47
134,135,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E7%88%86%E7%82%92%E7%8C%AA%E8%82%9A (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))",Cantonese cuisine,"Stir-fried pork belly, crispy and refreshing, full of fragrance",http://img.xiaochushuo.com/web/264593177.jpg!s4,99.53
135,136,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E7%BA%A2%E7%83%A7%E8%B1%86%E8%85%90%E4%B8%B8%E5%AD%90 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))",Cantonese cuisine,"As soon as the tofu meatballs were fried, most of the plate was eaten by the children at home. In fact, it is best to add some vegetables and stir-fry them together, so that you won’t be very tired.",http://img.xiaochushuo.com/web/263530901.jpg!s4,99.6
136,137,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E5%B1%B1%E6%A5%82%E5%B0%8F%E6%8E%92%E9%AA%A8 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))",Cantonese cuisine,"Rich taste, appetizing and digesting food.
The fruit acid of hawthorn and the sweetness of rock sugar are perfectly matched. It injects fresh and jumpy aftertaste into the ribs, offsetting the original fattyness of the ribs. If you eat too much, you won’t worry about fat intake, so that you who love to eat meat can eat easily. No burden!",http://img.xiaochushuo.com/web/264299279.jpg!s4,110.67
137,138,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E8%8A%A5%E5%85%B0%E6%9C%A8%E8%80%B3 (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))",Cantonese cuisine,Kale fungus is a dish that is especially suitable for fat loss and weight loss. Kale is very high in cellulose and is also very full.,http://img.xiaochushuo.com/web/263573065.jpg!s4,95.34
138,139,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E4%BA%91%E6%9D%A5%E5%80%A9%E5%BD%B1%E6%96%8B (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))",Cantonese cuisine,A very delicious vegetarian dish,http://img.xiaochushuo.com/web/262658496.jpg!s4,80.84
139,140,"Error: HTTPSConnectionPool(host='translate.google.com', port=443): Max retries exceeded with url: /m?tl=en&sl=zh-CN&q=%E9%A6%99%E8%8F%87%E6%BB%91%E9%B8%A1%E7%85%B2%E4%BB%94%E9%A5%AD (Caused by SSLError(SSLEOFError(8, '[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1006)')))",Cantonese cuisine,"In Guangdong's food culture, clay pot rice is very representative. Today I will teach you how to make Cantonese, mushroom and chicken clay pot rice. The most important thing is to teach you how to make pot crumbs.",http://img.xiaochushuo.com/web/264932123.jpg!s4,36.49
