,id,foodname,foodtype,recommend,imgurl,price
179,180,茄汁香辣板鸭（潮汕炒鸭脯）,粤菜,"熏鸭，板鸭做成香辣的，那真叫停不下嘴。
妈妈给我的熏鸭脯，今天给大家做一个新做法?，让你吃出妈妈的味道",http://img.xiaochushuo.com/web/263529682.jpg!s4,47.73
180,181,鲜肉小馄饨,粤菜,营养丰富又美味，一碗下肚饱腹又暖胃,http://img.xiaochushuo.com/web/265387449.jpg!s4,39.06
181,182,玉竹麦冬炖雪梨,粤菜,"简单易做
功效：滋润心肺，止咳安神。
适应症状：干咳痰少，心烦不眠。",http://img.xiaochushuo.com/web/263969417.jpg!s4,45.52
182,183,彩椒炒花甲,粤菜,花甲即蛤蜊，营养丰富，适合日常多吃！,http://img.xiaochushuo.com/web/263292627.jpg!s4,80.41
183,184,广式羊肉汤,粤菜,"
广西羊肉汤，老家的味道",http://img.xiaochushuo.com/web/264429521.jpg!s4,84.03
184,185,清蒸草鱼,粤菜,???清蒸鱼作为人们最喜欢吃的鱼类菜肴之一，经常出现在我们的餐桌上面，因为清蒸鱼能最好的保证鱼肉的鲜香，使鱼肉更加的嫩滑。,http://img.xiaochushuo.com/web/264699281.jpg!s4,35.23
185,186,腊肠菜心粒,粤菜,蔡兴能怎么吃？姜汁炒？白灼？炖？其实菜心还能切成粒炒着吃！这次用的是菜杆偏白色，且口感爽脆的菜心。菜味比较清淡。有些人叫它为“广东菜心”，大家不妨试试！,http://img.xiaochushuo.com/web/260914076.jpg!s4,82.46
186,187,卜卜贝,粤菜,卜卜贝是海产白贝，又叫卜卜蚬，是源自顺德的一种美食。通过简单的制作方法，让白贝在眼前一个一个张开，不但能够品尝到食物新鲜的味道，又能让你有种眼见为实的感觉！是今年来比较流行的网红食品。,http://img.xiaochushuo.com/web/264085694.jpg!s4,60.77
187,188,星空燕窝,粤菜,"燕窝是女人这辈子不该错过的美好事物之一，益气补中，养阴润肺，美肤抗衰老，坚持喝也会提高身体抵抗力，温和滋补，老少咸宜，也是很多孕妈妈的最爱。
黑枸杞可以说是天然的补品，对女性来说是天然的化妆品，可以美白肌肤，抗氧化，延缓衰老，是名副其实的花青素之王，有抗氧化和改善内分泌促进血液循环功效。
石蜂糖是马来 西亚当地称道的特产，可去火润燥， 祛痰止咳，调节胃肠道，增强免疫力！而且味道比冰糖和蜂蜜都要好，甜而不腻，很清爽。
燕窝搭配黑枸杞与石蜂糖是一道抗衰老补充花青素，滋润去燥的绝色美食。",http://img.xiaochushuo.com/web/257649469.jpg!s4,118.87
188,189,山水莲藕汤（益气养血，强健筋骨）,粤菜,"牛大力：又名山莲藕。是一种山药材，根部食用。有补虚润肺、强筋活络的功效。
莲藕：莲肥大的地下茎，生于水中可作食用，食用莲藕不仅能为人体补充大量营养物质，还能健脾止泻、清热凉血、补血生血、散瘀止血、滋补美容和排毒瘦身。
两者配以猪骨或猪蹄一起煲汤，强健筋骨，舒筋活络，起到食疗作用。",http://img.xiaochushuo.com/web/263896415.jpg!s4,69.36
189,190,干锅焖鸡,粤菜,没有一只鸡是可以离开广东的，鸡身上的每一部分都是宝啊，今天就来做一道干锅焖鸡吧?,http://img.xiaochushuo.com/web/264620001.jpg!s4,37.95
190,191,晶莹剔透又鲜又爽的水晶虾饺,粤菜,广东人有饮早茶的习惯，所谓饮茶，不仅仅是喝杯茶那么简单，而是坐在酒楼里品茶，吃点心。吃各种点心时，少不了来一笼，色泽洁白晶莹，呈现半透明状态，内馅隐约可见的虾饺皇，虾饺入口表皮柔韧，内馅鲜美爽口，这种有着可观外貌和丰富内心的茶点，现今深受海内外食客赞誉。然而，虾饺皇在吃客的心目中号称广式早茶四大金刚之最——受欢迎程度最高，工艺最复杂，难度最大。所以，一般的家庭主妇不敢轻易动手制作它。今天咱们来试试,http://img.xiaochushuo.com/web/47732481.jpg!s4,58.94
191,192,脆皮日本豆腐,粤菜,"
日本豆腐又称鸡蛋豆腐、玉子豆腐、蛋玉晶，其质感类似豆腐。它以鸡蛋为主要原料，辅之纯水、植物蛋白、天然调味料等，经科学配方精制而成，具有豆腐之爽滑鲜嫩，鸡蛋之美味清香，以其高品质、美味、营养、健康、方便和物有所值在消费者中享有盛誉",http://img.xiaochushuo.com/web/264679110.jpg!s4,106.75
192,193,冬笋炒腊肉,粤菜,下饭又下酒的家常菜。,http://img.xiaochushuo.com/web/265269434.jpg!s4,101.18
193,194,无难度慢炖锅豉油鸡,粤菜,极少的人工干预，五分钟准备，接下来的事就交给慢炖锅，时间会给你美味。,http://img.xiaochushuo.com/web/258385025.jpg!s4,49.30
194,195,川贝海底椰炖鹧鸪,粤菜,"鹧鸪—岭南特有珍禽，其肉味道偏甘，其有益于五脏，因此具有开胃，益心神和消痰的功效。对于秋冬干燥，痰多或者口舌干燥的人们尤其适宜食用鹧鸪汤。

川贝和海底椰具有滋阴润肺的功效，可以消除肺燥肺热。

此汤用以清肺止咳食材为主，具有润肺燥、养肺阴，用于痰热咳嗽最合适。",http://img.xiaochushuo.com/web/263965701.jpg!s4,48.06
195,196,蒜苔五花肉,粤菜,五花肉含有丰富的优质蛋白质和必需的脂肪酸，还有血红素和促进铁吸收的半胱氨酸，能改善缺铁性贫血，还能补肾养血，煮汤饮下可急补由于津液不足引起的燥热、干咳、便秘和难产。肉中富含铜，铜是人体健康不可缺少的微量营养物质，对于血液、中枢神经、免疫系统、内脏的发育和功能有重要作用。禁忌：湿热痰滞内蕴者慎服；血脂高不宜多食。,http://img.xiaochushuo.com/web/981ae4f901154ba45eed02f93026c270.jpg!s4,112.92
196,197,玉米排骨汤,粤菜,玉米排骨汤具有利水渗湿、健脾消食、润燥止咳的作用。不但可以促进食欲，并且可以改善因脾胃虚弱而导致的周身乏力现象。,http://img.xiaochushuo.com/web/ef7df9cc0813897e172bde5320eafe46.jpg!s4,93.40
197,198,广式腊肠煲仔饭,粤菜,吃广东菜必点这腊肠煲仔饭，一直没机会在家尝试做这道菜。买了凯得宝的砂锅，终于有机会做一做这道菜啦。,http://img.xiaochushuo.com/web/257805893.jpg!s4,60.92
198,199,干贝粉丝娃娃菜,粤菜,喜欢吃酒楼的粉丝蒸娃娃菜，回家蒸锅不够大，就改变一下，上汤煮也非常淋甜。,http://img.xiaochushuo.com/web/263824813.jpg!s4,45.41
199,200,白菜卷肉,粤菜,白菜包裹着腌制入味的瘦肉，再蘸一口蒜蓉酱，真的好吃?,http://img.xiaochushuo.com/web/65d784db7c5fd085a88072370feacbf1.jpg!s4,66.65
200,201,炖鸡汤,粤菜,鸡汤属于温补的食物，经常食用可以提高机体的免疫力，预防感冒或者流感等疾病。,http://img.xiaochushuo.com/web/264336542.jpg!s4,89.86
201,202,拍蒜豉香蒸大肠,粤菜,口感脆爽弹牙，咸鲜香辣。,http://img.xiaochushuo.com/web/263393728.jpg!s4,31.20
202,203,砂锅锡纸焖花螺,粤菜,花螺是广东沿海一带的一种海鲜，它的个头会比田螺大，肉质也是极其的脆嫩爽滑，营养价值高，是夜市等地非常受欢迎的美味食物。花螺的做法有很多种：辣酒煮花螺、凉拌花螺、白灼花螺、香辣花螺等。今天我们就来教大家做简单的砂锅锡纸焖花螺。,http://img.xiaochushuo.com/web/264175710.jpg!s4,77.93
203,204,焖煮草鱼?,粤菜,鱼肉的营养价值是很高的，平常又是特别喜欢吃鱼，这道焖煮草鱼可是经常吃的一道菜呀～,http://img.xiaochushuo.com/web/264585988.jpg!s4,72.59
204,205,梨子炖肉,粤菜,很清淡的一款汤，非常适合秋天，清甜可口，润而不燥,http://img.xiaochushuo.com/web/7d4476090b9e13491dfa1b756d63a07b.jpg!s4,71.76
205,206,广州肠粉,粤菜,朋友出差带回来2袋肠粉粉 肠粉是广东著名美食 吃过一次就不能忘怀 周末在家练习做好吃的肠粉 鲜香嫩滑 非常愉快的美食体验。,http://img.xiaochushuo.com/web/263975679.jpg!s4,73.47
206,207,双贝丝瓜汤,粤菜,丝瓜有丰富的营养的价值，加上鲜甜的白贝和干贝，这一口汤，鲜掉了眉毛,http://img.xiaochushuo.com/web/263180182.jpg!s4,112.14
207,208,电饭煲盐焗鸡—一滴水都不加，做出来的鸡却嫩滑多汁,粤菜,这道风味独特、制作工艺细致的盐焗鸡，其实只需要用电饭锅就能轻松搞定，到底是怎么做到的呢？请跟着小2一起往下看。,http://img.xiaochushuo.com/web/260912743.jpg!s4,47.68
208,209,咕咾豆腐,粤菜,"咕咾，粤菜的一种独特的烹调方法，将主料油炸，用番茄酱调出酸甜的口味，通常搭配水果菠萝，酱汁焦香浓郁，味道酸甜诱人。
做过了咕咾肉、咕咾排骨，今儿来道咕咾豆腐——虽是素菜，虽没有菠萝的加入，味道却也格外好吃，大可与肉菜一拼高下！",http://img.xiaochushuo.com/web/263365962.jpg!s4,39.75
209,210,清蒸黄鱼,粤菜,黄花鱼肉质细嫩，刺少，无论清蒸还是红烧都很好吃～是一道老少咸宜的美味菜肴～,http://img.xiaochushuo.com/web/264957106.jpg!s4,71.84
210,211,牡蛎干贝砂锅粥,粤菜,天气回暖，煲粥养养胃，砂锅粥是不错的选择,http://img.xiaochushuo.com/web/263031564.jpg!s4,34.26
211,212,潮汕甜点简单做，反沙芋头,粤菜,荔浦芋头最适合做这道菜，简单好吃。,http://img.xiaochushuo.com/web/260657597.jpg!s4,56.74
212,213,红烧肉,粤菜,肥而不腻的红烧肉，很多人的最爱。,http://img.xiaochushuo.com/web/263444108.jpg!s4,48.44
213,214,清炒茭白,粤菜,茭白富含膳食纤维、糖类、多种维生素及矿物质，其营养价值较高，所含营养素易被人体吸收利用。,http://img.xiaochushuo.com/web/265564471.jpg!s4,73.63
214,215,蒸系列★清蒸鲽鱼「经典粤式蒸法」,粤菜,"备料时间：大概15分钟
烹饪时间：大概15分钟
难易程度：★

今天这个清蒸法，是相当地道的蒸鱼法，一旦掌握了，以后只要蒸鱼，都可以套用哦！",http://img.xiaochushuo.com/web/259010049.jpg!s4,82.38
215,216,鸡蛋肉汤【考生补充脑力的“状元汤”】,粤菜,"?鸡蛋普通常用的食材，有着强大的功效：滋肾健脑，增强记忆力，提高抵抗力。
为什么呢？
首先，
蛋白里的蛋白质，
是所有食物中的最优质的蛋白质，
人体很容易吸收，可以快速给大脑补充能量。

再者，
蛋黄被人体吸收后产生大量胆碱，
是增强记忆力的重要物质。

加上，
鸡蛋含有大量人体必需的氨基酸，
能促进大脑神经系统发育，
补充大量因做题思考耗掉的“脑细胞”。",http://img.xiaochushuo.com/web/264451823.jpg!s4,70.86
216,217,钵仔糕,粤菜,这个真的要吹一下，零失败，超级简单！哦(._.)蚊子咬到我指尖了，体会到什么叫痛痒了！！！,http://img.xiaochushuo.com/web/264729190.jpg!s4,76.03
217,218,宝宝香肠,粤菜,家里有俩宝，一个三岁，一个一岁多，大宝喜欢吃香肠，到爷爷奶奶家看见香肠都馋得很，但又不放心，因为保质期长，添加剂多怕宝宝们吃了不好，所以经常会买鲜肉给宝宝们做，满足孩子们的营养需求?,http://img.xiaochushuo.com/web/263856141.jpg!s4,104.37
218,219,清炒苋菜,粤菜,苋菜营养价值高，清炒简单呢！,http://img.xiaochushuo.com/web/264636025.jpg!s4,118.97
219,220,苦瓜黄豆煲五花肉,粤菜,一到夏天就经常没有胃口吃饭，那么这一道既能消暑又能清热解毒的苦瓜汤就最适合不过了,http://img.xiaochushuo.com/web/263526086.jpg!s4,46.37
220,221,电饭煲版东坡肉,粤菜,东坡肉，又名滚肉、东坡焖肉，是眉山和江南地区特色传统名菜。东坡肉在浙菜、川菜、鄂菜等菜系中都有，且各地做法也有不同，有先煮后烧的，有先煮后蒸的，有直接焖煮收汁的。,http://img.xiaochushuo.com/web/262397220.jpg!s4,30.17
221,222,白灼广东菜心,粤菜,这道菜大家一定不陌生，白灼菜心是一道广东省的汉族传统名菜，属粤菜系。此菜品质脆嫩，风味独特，营养丰富，并有清热解毒、杀菌、降血脂的功能。主料是广东菜心，主要烹饪工艺是白灼。这个季节很合适噢。,http://img.xiaochushuo.com/web/226327334.jpg!s4,109.54
222,223,潮汕家常菜|咸菜炒五花肉,粤菜,平白无奇的潮汕咸菜，在潮汕人眼里是个宝，虽很难当上主角，却永远是举足轻重的配菜，有些菜没有它就做不了，比如咸菜猪肚汤、五花肉炒咸菜。小时候我妈经常炒这道菜，猪肉用的是五花肉，也一定用五花肉来炒更好吃。咸菜和五花肉中的肥肉完美结合，五花肉吃起来一点也不腻，咸菜也有了五花肉的香味，相得益彰。,http://img.xiaochushuo.com/web/263506976.jpg!s4,45.23
223,224,猪肚包鸡,粤菜,"猪肚包鸡是一道广东省传统的地方名菜，属于粤菜系，又名猪肚包鸡火锅、凤凰投胎，流行于广东的惠州、河源、梅州等粤东一带，是广东客家地区酒席必备的餐前用汤，汤里浓中带清，有浓郁的药材味和胡椒香气。
今天用这款号称“干烧急冷都不破”的坤博砂锅做这道菜，全程利用小火慢炖的方法，和砂锅本身受热时产生的远红外线的特性，即关火后不要马上揭盖，继续焖二十分钟。可以最大化让菜品的营养少流失，出来的肉质细滑鲜美，汤色清爽。",http://img.xiaochushuo.com/web/255559802.jpg!s4,105.63
224,225,蒜蓉小白菜,粤菜,用猪油炒比较好吃，不过减肥的朋友还是用植物油吧,http://img.xiaochushuo.com/web/263978420.jpg!s4,40.36
225,226,爆炒基围虾,粤菜,没想到平时吃的麦片也能与虾碰撞出一道美食，香口酥脆，深得小朋友喜爱,http://img.xiaochushuo.com/web/265071383.jpg!s4,112.29
226,227,鲍汁盆菜   第二弹,粤菜,盆菜是广东深圳、惠州、河源和香港新界的汉族饮食习俗，据传起源于南宋末年，已有数百年的历史，是一种杂烩菜式。传统的盆菜用木盆或锑盆盛载。每逢喜庆节日，例如新居入伙、祠堂开光或新年点灯，新界的乡村均会举行盆菜宴。,http://img.xiaochushuo.com/web/239968619.jpg!s4,92.55
227,228,潮汕+炒麻叶,粤菜,麻叶。只有潮汕人才懂的美味，了解一下。,http://img.xiaochushuo.com/web/260845886.jpg!s4,40.05
228,229,红烧鳊鱼,粤菜,家常红烧鳊鱼，在家也能做，绝对不比外面差！,http://img.xiaochushuo.com/web/264628039.jpg!s4,97.33
229,230,排骨怎样做好吃~生炒排骨,粤菜,"新思特~ 生炒排骨

为了家人的健康，我选用新思特不锈钢炒锅，超硬蜂窝纹路保护不粘层，起到耐用不粘锅的作用，况且可使用铁铲都不会伤锅，
迫不及待的用这新锅做一道排骨，最普遍的做法就是熬莲藕汤或者豆豉焖排骨，排骨怎么做才好吃呢，记得广东有一道名菜生
炒排骨，在饭馆有吃过生炒排骨，那味道不错有着蔬菜的香味，排骨入味肉质也不柴，口感好而且很香",http://img.xiaochushuo.com/web/263025817.jpg!s4,106.05
230,231,奥尔良鸡翅,粤菜,鸡翅最简单的做法就是奥尔良鸡翅，只要能买到一包奥尔良调味料，就相当于成功了一半了。,http://img.xiaochushuo.com/web/265038179.jpg!s4,102.72
231,232,梅菜扣肉,粤菜,浓油赤酱的梅菜扣肉。颜色酱红油亮，汤汁黏稠鲜美，扣肉滑溜醇香，食之肉质软烂，肥而不腻，梅菜浓郁芳香。当你咀嚼一块，满嘴流油的时候，你会感觉它一点不肥腻。梅菜吸油，五花肉又会带着梅菜的清香，梅菜和五花肉的搭配真的可以说是恰到好处。,http://img.xiaochushuo.com/web/262558070.jpg!s4,35.36
232,233,剁椒菜心,粤菜,鲜咸微辣，脆嫩爽口,http://img.xiaochushuo.com/web/3201546.jpg!s4,64.82
233,234,蒜蓉蒸丝瓜,粤菜,"夏天丝瓜的选购窍门
挺直匀称：瓜身挺直，粗细均匀，直径3厘米左右的，这种丝瓜发育好；
软硬适中：软硬适中的水分较足，更新鲜；特别硬的丝瓜会苦，不要挑选；
颜色嫩绿：颜色嫩绿、纹路清晰的丝瓜成熟度刚好，口感嫩；
瓜把儿脆：瓜把不枯萎，用手可以掐段；
花新鲜：丝瓜花不枯萎的更新鲜。",http://img.xiaochushuo.com/web/264711649.jpg!s4,34.33
234,235,香菇烧鸭肉,粤菜,鸭肉的做法有很多，怎么做都好吃噢～,http://img.xiaochushuo.com/web/cf8de027a4f982bdc9a811ca4814e7f6.jpg!s4,47.96
235,236,鲜美无比的粤式清蒸鲈鱼,粤菜,今天做了清蒸鲈鱼，在粤菜里，清蒸鱼重点在一个“清”和鲜“字”，不需要复杂的调味和配料，只用简单而讲究的食材来还原清蒸鱼本来的鲜味，海边的孩子就是有口福，今天老公早上去港口买回来的新鲜鲈鱼，船老大说是刚刚打捞上岸的呀，，嘻嘻，清蒸鱼是我最喜欢吃的一种烹饪方式，所以我们在做清蒸鱼的时候，最好选择鲈鱼和鸦片鱼，这些鱼肉嫩刺少，油脂丰富，是做清蒸鱼的最佳选择……,http://img.xiaochushuo.com/web/262663967.jpg!s4,99.61
236,237,鸡蛋肠粉,粤菜,说起各地美食不得不提到广东的广式早餐茶，广东人给我的印象在吃的方面特别讲究，对于食物的口感和卖相要求很高。肠粉就是广东人最喜欢的早茶之一，成品看起来晶莹剔透，吃起来口感嫩滑，浇上酱汁甭提多鲜美了！可是我又不能从大东北专门跑去广东吃肠粉，所以为了解馋就自己亲手做一份吧！其实肠粉的做法很简单，调好粉浆一蒸一刮，三分钟就能上桌，口感爽滑又鲜美，不比外面卖的口感差哟！,http://img.xiaochushuo.com/web/265556010.jpg!s4,107.28
237,238,酿木耳,粤菜,其实这道菜来源于广东菜品酿香菇！我今天是换成了酿木耳，趁着特价买了点单片无根的小碗耳，泡发好后，发现外形看着象一个个小碗，盛装着满满的食物，有着盆满钵满的寓意，感觉用来做年菜不错！用虾仁自制了点虾胶酿在里面，再配了点菜心，荤素搭配，口感丰富！,http://img.xiaochushuo.com/web/47587141.jpg!s4,86.68
238,239,泡发花胶,粤菜,"花胶也就是鱼肚，它的主要含高级胶原蛋白、多种维生素及钙、锌、铁、硒等多种微量元素，可滋养筋脉、补肾益精，对腰膝酸软，身体虚弱很有益处，补充体力，增强免疫力，美容养颜。
花胶中含有大量的胶原蛋白，女性食用花胶能补充皮肤缺乏的胶原蛋白，对皮肤补充营养成分，缓解皮肤的衰老而出现的松弛，皱纹，干涩等现象。
配以炖汤，炖奶，都很好吸收。",http://img.xiaochushuo.com/web/263930900.jpg!s4,112.99
239,240,腊肠煲仔饭,粤菜,因为很久没有吃煲仔饭甚是想念呀~家里还有剩下腊肠，于是就开始捣腾启动了煲仔饭美味之旅,http://img.xiaochushuo.com/web/256474394.jpg!s4,89.13
240,241,红烧南瓜,粤菜,秋天正是南瓜收获的季节，南瓜富含维生素和矿物质，钴含量在蔬菜中居首位，能防止贫血。软软糯糯的南瓜跟肉末一起炒，非常下饭。,http://img.xiaochushuo.com/web/265017273.jpg!s4,39.98
241,242,菌菇豆腐汤,粤菜,"在北方生活了三年，但怎么还是适应不了这边的重口味，从小口味清淡惯了，喜欢食物本身的味道搭配出来味道，没有多余的重口味佐料。清淡也不单调的汤，可以用北方搭配吃法，一根大油条，一碗菌菇豆腐汤。
也可以南方的吃法，来个荤菜，一碗饭，一碗菌菇豆腐汤?",http://img.xiaochushuo.com/web/263838268.jpg!s4,82.96
242,243,胡萝卜炒肉丝,粤菜,胡萝卜炒肉是一道菜品，制作原料主要有胡萝卜、猪肉等，口味鲜美，营养丰富。,http://img.xiaochushuo.com/web/264708514.jpg!s4,73.18
243,244,冬瓜炒虾仁,粤菜,"清甜的冬瓜
鲜美的虾仁
炒在一起，清爽鲜甜，一道夏天美味！",http://img.xiaochushuo.com/web/264930240.jpg!s4,110.24
244,245,杏鲍菇炒肉片,粤菜,杏鲍菇营养丰富，热量低，健康又适合减肥人群。肉片用鸡胸肉，因为最近猪肉实在太贵了哈哈，而且鸡胸肉热量低也可以炒着也好吃啊。,http://img.xiaochushuo.com/web/263897959.jpg!s4,71.84
245,246,杞菊炖鲍鱼,粤菜,"上班族工作时间长、工作强度大，少不了有焦虑烦躁症状，严重者甚至会出现心烦眠差、胸闷心悸、情绪低落。

杞菊炖鲍鱼是一款，对于平素工作压力大、易紧张焦虑的人群，非常合适的汤水。

鲍鱼肉和壳同用，搭配补益肝肾的枸杞子，以及清肝明目的菊花，补中有清、清补相兼，也非常适合心烦失眠、胸闷心悸的各位妈妈。对于长期熬夜、压力大、肝火旺而见失眠、眼睛干涩、咽干口苦的人群也十分合适。",http://img.xiaochushuo.com/web/265543435.jpg!s4,116.54
246,247,香菇卤肉饭,粤菜,香菇富含维生素B1及多种维生素。维生素B1又称硫胺素，它参与糖氧化中的辅酶合成，为机体充分利用糖类所必需，并能增进食欲和促进生长。维生素PP也称尼克酸，体内长期缺乏时，可出现食欲不振、易疲劳、衰弱等症状。,http://img.xiaochushuo.com/web/265595547.jpg!s4,42.72
247,248,青椒炒猪肝,粤菜,青椒炒猪肝，这样做法青椒爽脆、猪肝嫩滑可口美味,http://img.xiaochushuo.com/web/264748002.jpg!s4,99.51
248,249,南乳猪手,粤菜,南乳猪手，妈妈的味道,http://img.xiaochushuo.com/web/263158204.jpg!s4,95.82
249,250,胡萝卜炒腊肉,粤菜,简单又下饭的家常菜。,http://img.xiaochushuo.com/web/265399403.jpg!s4,57.08
250,251,煲仔饭,粤菜,"煲仔饭，并非冬季才有，在广式酒楼一年四季都有供应。如你要点煲仔饭要一坐下来就点。因为是一人一煲，从你下单开始制作，小火慢焖，至少要半小时。
当煲仔饭端上桌时，店员打开盖，浇上特制的酱汁，只听吱吱的响，随着热气，香味扑面而来。
吃得时候别忘记操底哟，那金黄色的锅巴，吸足肉香和汁香是最最的精华。",http://img.xiaochushuo.com/web/248994191.jpg!s4,93.42
251,252,红烧小黄鱼,粤菜,不加一点酱油的红烧小黄鱼，味道也超级鲜美，连汤汁吃的都不剩啦！！！,http://img.xiaochushuo.com/web/264360725.jpg!s4,59.46
252,253,姜撞奶,粤菜,姜撞奶是一种广东珠江三角洲地区的特色传统甜点小吃，以姜汁和牛奶为主要原料加工制作而成的一种甜品，口感滑嫩，风味独特,http://img.xiaochushuo.com/web/264393039.jpg!s4,116.22
253,254,猪脚面,粤菜,猪脚面是广东一带的汉族风味小吃，属于粤菜系。汤色金红、猪脚酥烂、汤汁鲜美、猪脚滑润。选择猪的前脚，短粗、肥嫩、洁白、新鲜的为最好，前猪脚筋肉较多，煮起来易烂。炖的时候，要用微火慢煮，使炖熟的猪脚软烂而不散，吃起来才好。,http://img.xiaochushuo.com/web/262987248.jpg!s4,35.92
254,255,茄汁猪扒【酸甜可口，肉质嫩滑，百吃不厌】,粤菜,茄汁猪扒，酸酸甜甜特别开胃。也是不少妈妈为了哄小朋友吃多点饭经常做。每逢妈妈在炉灶前煎猪扒，肉香满室，个个“马骝仔”就会放下手中的玩具，把头探进厨房里，边看边流口水。有了这一份茄汁猪扒，饭都能自己吃完啊。,http://img.xiaochushuo.com/web/264188530.jpg!s4,37.77
255,256,自制香芋西米露超好吃，甩糖水店几条街,粤菜,喜欢夏天的一百个理由，第一个一定是可以敞开肚皮吃各种甜品。今天跟大家分享一下，我夏季最常做的一款糖水，感兴趣的话，一定不要错过，跟我一起做起来吧，在家也能轻松吃到地道好滋味啦?甩糖水店几条街。,http://img.xiaochushuo.com/web/263318317.jpg!s4,70.89
256,257,特色蚂蚁上树超辣版,湘菜,说到蚂蚁上树，我真的觉得比任何肉菜都好吃，粉丝吸收肉味辣味，总之就是去饭店都会点的一道美食,http://img.xiaochushuo.com/web/257719343.jpg!s4,35.20
257,258,～香辣火培鱼,湘菜,火焙鱼是湖南的汉族传统名菜，属于湘菜系。将小鱼去掉内脏，用锅子在火上焙干，冷却后，以谷壳、花生壳、桔子皮、木屑等薰烘而成的鱼。这种鱼不仅好吃，也便于携带和收藏。更因火焙鱼是毛主席生前最爱吃的食品之一而名扬四海，现在成了一些宾馆、酒店的桌上的佳肴。,http://img.xiaochushuo.com/web/255240767.jpg!s4,99.15
258,259,剁椒鱼头 新手家常菜,湘菜,以“鲜”“辣”著称的剁椒鱼头是湘菜中的名菜代表，口感鲜美，香辣，颜色红彤彤夺人眼球，是一道色香味俱全的下饭菜。而高压蒸汽烤箱制作，火候刚刚好，入口鲜嫩而火辣，融合到恰到好处。最最重要就是让你告别繁琐的锅碗瓢盆油烟燥热感。让女主人待客告别蓬头垢面的油光感，做女人精致必须无处不在~~~嘻嘻~~~因为你才是自己真正的女王，所以每一天的出场必须是有女王光环。。。,http://img.xiaochushuo.com/web/261429734.jpg!s4,96.10
259,260,剁椒炒蛋是,湘菜,"下班回家，
告别外卖，
自己动手来份简单家常菜",http://img.xiaochushuo.com/web/263004483.jpg!s4,116.26
260,261,～剁椒蒸芋头仔,湘菜,这是一道经典湘菜～这道菜最精华的应属剁椒，它对整个菜来说应该是起到决定性作用！绵糯的芋头与香辣剁椒的邂逅，又是一次舌头的爽嗨！粉糯滑口的芋头沾满酱汁随着蒸制的过程渗透入内，非常入味！,http://img.xiaochushuo.com/web/256894568.jpg!s4,46.75
261,262,地方菜u3000,湘菜,（百度）手撕包菜是一道色香味俱全的汉族名菜，属于湘菜系。,http://img.xiaochushuo.com/web/21714957.jpg!s4,84.83
262,263,农家小炒肉 ,湘菜,老刘出新菜了，今天给大家准备了一道特别下饭的菜，非常适合日常和喝点小酒的时候吃！希望大家喜欢,http://img.xiaochushuo.com/web/239057108.jpg!s4,75.66
263,264,盐焗大虾 ,湘菜,临近新年，老刘近期准备了适合新年年夜饭的菜谱。做出来的成品都会很好看。而且适合家庭条件制作。今天带来了一道【盐焗大虾】做出来颜色很讨喜，味道湘味十足！步骤超简单，大家可以试一试！喜欢点赞收藏支持哦！,http://img.xiaochushuo.com/web/239156466.jpg!s4,49.45
264,265,正宗,湘菜,再次感谢大家支持老刘的菜谱。老刘是本人的爸比。作为湘菜厨师，能做出很多美味的菜谱。关注我们。我们有时间就会跟新菜谱哦！,http://img.xiaochushuo.com/web/238976554.jpg!s4,37.02
265,266,美味,西餐,"色拉酱是西餐制作中不可或缺的调料，有了它的加入，
无论是面包蛋糕还是系店里的蔬菜水果味道都能大大提升
土豆与色拉酱的组合更是无与伦比。",http://img.xiaochushuo.com/web/261400662.jpg!s4,56.48
266,267,中做的天津名菜，黑蒜子牛肉粒,西餐,出了天津你便难寻其迹，“黄油、黑胡椒、耗油”是此菜的灵魂配料，肉质鲜嫩，味甜微辣，每尝一口都让你如痴如醉。,http://img.xiaochushuo.com/web/49636346.jpg!s4,99.17
267,268,又香又嫩，这对,西餐,芦笋是世界十大名菜之一，又名露笋、石刁柏、芦尖、龙须菜。 它可以跟很多菜搭配着来炒，有鲜美芳香的风味，膳食纤维柔软可口，可以帮助你增进食欲、消化呢，培根炒芦笋就是其中的一种经典做法，简单、美味。,http://img.xiaochushuo.com/web/262998091.jpg!s4,113.09
268,269,用中式调味品，做出,西餐,"今天分享一道中西结合的料理
方方正正的鸡胸肉，非常适合酱过之后冷吃
搭配葡萄酒更是美味",http://img.xiaochushuo.com/web/261185552.jpg!s4,50.11
269,270,承味海鲜鲍鱼蝴蝶意面，其实,西餐,其实西餐对我来说 一直算是一个短板 而这块板到底有多短 今天就做一个东西给你看。,http://img.xiaochushuo.com/web/262174711.jpg!s4,86.04
270,271,黑胡椒牛排，自制简单,西餐,简单快手西餐，口味比较丰富，不止有黑椒的香味，还有焦脆土豆条和清爽的蔬菜搭配。周末或者情人节，一道沙拉，一份牛排，再加一个甜点绝对浪漫的烛光晚餐~,http://img.xiaochushuo.com/web/49408074.jpg!s4,69.02
271,272,之黑椒鸡丝意大利面,西餐,以前去西餐厅最喜欢点的意面口味就是黑胡椒，我的制作方法超级简单，成本也很低，大家试试吧！,http://img.xiaochushuo.com/web/257342256.jpg!s4,45.59
